order_id,customer_id,order_date,status,region_code
ORD00055,CUST0425,2026-06-11 17:17:14,RETURNED,SOUTH
ORD00056,CUST0067,2026-02-03 16:04:03,PLACED,NORTH
ORD00057,CUST0156,2026-06-17 07:06:12,DELIVERED,SOUTH
ORD00058,CUST0482,2026-07-01 14:59:34,DELIVERED,NORTH
ORD00059,CUST0326,2026-01-09 09:56:15,DELIVERED,SOUTH
ORD00060,CUST0315,2026-05-02 03:32:26,RETURNED,SOUTH
ORD00061,CUST0298,2024-11-14 19:18:24,RETURNED,CENTRAL
ORD00062,CUST0474,2025-08-29 08:09:18,PLACED,NORTH
ORD00063,UNKNOWN,2025-10-26 04:56:48,RETURNED,EAST
ORD00064,CUST0393,2025-07-07 23:45:36,RETURNED,NORTH
ORD00065,CUST0322,2025-06-20 14:42:48,DELIVERED,WEST
ORD00066,CUST0414,2025-09-25 20:15:27,DELIVERED,WEST
ORD00067,CUST0031,2026-05-04 18:20:30,CANCELLED,WEST
ORD00068,CUST0175,2025-01-04 15:01:22,DELIVERED,EAST
ORD00069,CUST0441,2024-11-01 00:17:02,CANCELLED,SOUTH
ORD00070,CUST0264,2024-11-19 22:47:05,DELIVERED,SOUTH
ORD00071,CUST0137,2025-02-05 01:29:45,SHIPPED,NORTH
ORD00072,CUST0485,2025-03-11 15:59:24,RETURNED,WEST
ORD00073,CUST0444,2025-10-20 14:03:01,DELIVERED,CENTRAL
ORD00074,CUST0098,2026-06-08 03:08:48,CANCELLED,CENTRAL
ORD00075,CUST0451,2026-03-20 23:15:17,PLACED,NORTH
ORD00076,CUST0259,2026-05-12 13:11:00,SHIPPED,SOUTH
ORD00077,CUST0025,2024-11-15 11:19:18,CANCELLED,CENTRAL
ORD00078,CUST0335,2025-03-05 22:33:11,DELIVERED,CENTRAL
ORD00079,UNKNOWN,2025-09-30 07:53:42,SHIPPED,EAST
ORD00080,CUST0392,2025-02-11 01:51:11,PLACED,WEST
ORD00081,CUST0288,2025-12-02 10:50:30,RETURNED,EAST
ORD00082,CUST0259,2026-07-14 07:42:40,RETURNED,EAST
ORD00083,CUST0320,2025-12-11 14:49:42,PLACED,SOUTH
ORD00084,CUST0202,2024-12-19 01:58:29,DELIVERED,CENTRAL
ORD00085,CUST0387,2025-06-14 11:15:51,RETURNED,CENTRAL
ORD00086,CUST0021,2025-07-19 00:41:47,SHIPPED,EAST
ORD00087,CUST0266,2025-06-06 10:20:46,RETURNED,CENTRAL
ORD00088,CUST0477,2026-04-24 04:10:53,SHIPPED,WEST
ORD00089,CUST0379,2025-12-15 02:34:49,RETURNED,EAST
ORD00090,CUST0261,2026-03-23 03:10:14,RETURNED,EAST
ORD00091,CUST0009,2024-08-13 12:05:39,PLACED,WEST
ORD00092,CUST0408,2024-10-04 15:05:56,PLACED,CENTRAL
ORD00093,CUST0496,2025-05-20 10:26:54,RETURNED,CENTRAL
ORD00094,CUST0027,2024-09-19 21:11:48,SHIPPED,CENTRAL
ORD00095,CUST0318,2025-01-23 05:03:44,CANCELLED,SOUTH
ORD00096,CUST0125,2026-01-30 07:14:10,PLACED,SOUTH
ORD00097,UNKNOWN,2024-09-07 23:26:29,SHIPPED,WEST
ORD00098,CUST0211,2025-06-14 06:42:48,RETURNED,WEST
ORD00099,CUST0377,2024-08-23 03:10:37,SHIPPED,CENTRAL
ORD00100,CUST0167,2025-06-03 23:59:38,CANCELLED,CENTRAL
ORD00101,CUST0490,2025-11-22 04:25:26,RETURNED,EAST
ORD00102,CUST0347,2025-05-10 08:49:14,DELIVERED,CENTRAL
ORD00103,CUST0491,2026-02-25 04:10:47,RETURNED,EAST
ORD00104,CUST0499,2026-04-24 20:30:17,DELIVERED,SOUTH
ORD00105,CUST0251,2024-09-16 14:22:45,DELIVERED,CENTRAL
ORD00106,CUST0408,2026-03-20 08:42:34,DELIVERED,NORTH
ORD00107,CUST0279,2025-10-01 17:47:50,CANCELLED,EAST
ORD00108,CUST0412,2025-01-28 19:11:31,PLACED,EAST
ORD00109,CUST0041,2026-02-18 22:43:12,CANCELLED,EAST
ORD00110,CUST0110,2024-08-19 23:26:19,RETURNED,EAST
ORD00111,CUST0357,2025-01-22 21:47:03,PLACED,CENTRAL
ORD00112,CUST0123,2025-04-28 11:29:03,RETURNED,SOUTH
ORD00113,CUST0027,2024-12-27 18:40:41,DELIVERED,WEST
ORD00114,CUST0395,2026-02-01 16:35:18,RETURNED,SOUTH
ORD00115,CUST0479,2024-12-23 11:05:00,CANCELLED,WEST
ORD00116,CUST0388,2025-04-23 08:09:17,DELIVERED,EAST
ORD00117,CUST0465,2026-05-18 02:56:43,RETURNED,SOUTH
ORD00118,CUST0371,2025-12-03 09:26:16,PLACED,SOUTH
ORD00119,CUST0429,2025-04-18 08:00:59,PLACED,WEST
ORD00120,CUST0096,2025-08-15 09:30:26,DELIVERED,NORTH
ORD00121,UNKNOWN,2025-03-22 15:24:25,PLACED,EAST
ORD00122,CUST0329,2025-11-25 12:45:41,CANCELLED,SOUTH
ORD00123,CUST0240,2025-02-18 08:00:37,PLACED,EAST
ORD00124,CUST0235,2025-10-20 19:48:20,SHIPPED,NORTH
ORD00125,CUST0405,2025-11-11 20:39:13,SHIPPED,SOUTH
ORD00126,CUST0328,2024-08-09 16:15:57,CANCELLED,CENTRAL
ORD00127,CUST0206,2024-07-20 20:48:55,SHIPPED,SOUTH
ORD00128,CUST0480,2026-02-28 03:14:50,DELIVERED,WEST
ORD00129,CUST0386,2024-08-04 02:55:45,DELIVERED,EAST
ORD00130,CUST0294,2025-10-21 21:40:30,DELIVERED,SOUTH
ORD00131,CUST0061,2024-09-29 07:29:50,SHIPPED,WEST
ORD00132,CUST0473,2026-03-28 22:09:42,DELIVERED,NORTH
ORD00133,CUST0482,2026-04-27 01:31:39,RETURNED,SOUTH
ORD00134,CUST0069,2025-01-27 16:31:11,CANCELLED,CENTRAL
ORD00135,CUST0360,2025-05-21 11:58:32,CANCELLED,CENTRAL
ORD00136,CUST0423,2026-04-27 13:29:27,SHIPPED,CENTRAL
ORD00137,CUST0042,2026-04-11 21:28:41,RETURNED,EAST
ORD00138,CUST0289,2025-09-29 14:00:23,RETURNED,CENTRAL
ORD00139,CUST0275,2024-07-15 19:21:33,DELIVERED,CENTRAL
ORD00140,CUST0349,2025-02-10 21:45:43,RETURNED,WEST
ORD00141,CUST0262,2025-11-16 15:15:47,PLACED,WEST
ORD00142,CUST0213,2025-03-14 12:09:26,PLACED,CENTRAL
ORD00143,CUST0414,2024-10-08 12:15:32,PLACED,WEST
ORD00144,CUST0002,2025-08-23 11:11:31,RETURNED,NORTH
ORD00145,UNKNOWN,2025-02-21 07:18:11,PLACED,CENTRAL
ORD00146,CUST0479,2026-02-02 07:42:03,CANCELLED,NORTH
ORD00147,CUST0093,2026-04-28 14:28:56,CANCELLED,EAST
ORD00148,CUST0196,2025-04-10 08:08:02,CANCELLED,WEST
ORD00149,CUST0494,2025-08-20 12:11:21,RETURNED,SOUTH
ORD00150,CUST0179,2026-06-27 22:01:54,RETURNED,WEST
ORD00151,CUST0373,2024-08-14 19:32:36,PLACED,NORTH
ORD00152,CUST0238,2024-12-01 18:08:12,RETURNED,WEST
ORD00153,CUST0422,2024-12-14 20:35:53,CANCELLED,EAST
ORD00154,CUST0097,2026-03-13 19:28:05,PLACED,NORTH
ORD00155,CUST0215,2025-04-04 07:04:03,PLACED,SOUTH
ORD00156,CUST0052,2025-03-17 13:00:58,CANCELLED,CENTRAL
ORD00157,CUST0447,2025-06-12 07:52:13,PLACED,WEST
ORD00158,CUST0277,2026-06-05 14:21:25,PLACED,SOUTH
ORD00159,CUST0149,2025-03-30 17:21:46,RETURNED,EAST
ORD00160,CUST0396,2025-07-08 03:53:28,DELIVERED,SOUTH
ORD00161,CUST0074,2025-01-02 17:56:13,RETURNED,SOUTH
ORD00162,CUST0141,2025-04-07 08:57:39,RETURNED,SOUTH
ORD00163,CUST0219,2024-09-16 11:26:44,PLACED,EAST
ORD00164,CUST0344,2024-11-27 11:46:46,RETURNED,EAST
ORD00165,CUST0210,2026-01-22 08:16:06,CANCELLED,SOUTH
ORD00166,CUST0243,2026-05-25 18:02:55,SHIPPED,EAST
ORD00167,CUST0074,2026-02-01 07:21:09,PLACED,CENTRAL
ORD00168,CUST0214,2025-12-27 14:34:54,SHIPPED,WEST
ORD00169,CUST0105,2024-12-07 11:58:06,PLACED,WEST
ORD00170,CUST0048,2026-05-04 21:20:51,SHIPPED,NORTH
ORD00171,CUST0345,2026-06-06 23:13:06,PLACED,NORTH
ORD00172,CUST0390,2025-12-02 19:37:17,RETURNED,SOUTH
ORD00173,CUST0446,2024-10-29 15:25:33,DELIVERED,NORTH
ORD00174,CUST0098,2026-01-07 06:35:54,PLACED,WEST
ORD00175,CUST0357,2026-03-01 21:58:19,SHIPPED,WEST
ORD00176,CUST0283,2025-06-15 09:22:09,DELIVERED,WEST
ORD00177,CUST0333,2025-09-20 13:34:14,DELIVERED,EAST
ORD00178,CUST0255,2025-07-26 23:29:18,CANCELLED,EAST
ORD00179,CUST0190,2024-11-06 02:38:18,PLACED,CENTRAL
ORD00180,CUST0380,2026-01-22 03:56:33,DELIVERED,CENTRAL
ORD00181,CUST0297,2025-06-20 01:00:47,DELIVERED,SOUTH
ORD00182,CUST0118,2025-06-08 23:08:54,SHIPPED,WEST
ORD00183,CUST0484,2025-12-23 16:28:11,DELIVERED,WEST
ORD00184,CUST0329,2024-08-08 17:20:23,CANCELLED,SOUTH
ORD00185,CUST0181,2025-04-23 06:46:12,RETURNED,WEST
ORD00186,CUST0456,2025-03-05 18:29:28,PLACED,CENTRAL
ORD00187,UNKNOWN,2026-07-09 15:34:03,PLACED,NORTH
ORD00188,CUST0432,2024-09-06 23:56:31,PLACED,SOUTH
ORD00189,UNKNOWN,2026-07-08 15:29:20,DELIVERED,NORTH
ORD00190,CUST0342,2025-06-02 12:00:35,CANCELLED,WEST
ORD00191,UNKNOWN,2025-07-14 18:38:07,CANCELLED,NORTH
ORD00192,UNKNOWN,2025-02-12 16:28:38,RETURNED,EAST
ORD00193,UNKNOWN,2026-05-24 20:35:54,CANCELLED,SOUTH
ORD00194,CUST0050,2025-06-25 23:55:21,SHIPPED,SOUTH
ORD00195,CUST0130,2024-11-02 06:44:21,DELIVERED,WEST
ORD00196,CUST0492,2024-07-19 07:08:43,RETURNED,SOUTH
ORD00197,CUST0116,2026-04-13 00:52:00,PLACED,NORTH
ORD00198,CUST0195,2024-12-26 08:14:50,CANCELLED,NORTH
ORD00199,CUST0360,2026-01-01 22:51:08,CANCELLED,WEST
ORD00200,CUST0170,2025-08-07 20:19:47,PLACED,CENTRAL
ORD00201,CUST0118,2026-01-10 05:35:56,RETURNED,WEST
ORD00202,CUST0474,2025-04-30 06:46:57,DELIVERED,CENTRAL
ORD00203,CUST0017,2024-11-08 16:23:16,DELIVERED,NORTH
ORD00204,CUST0301,2026-02-27 08:14:50,CANCELLED,NORTH
ORD00205,CUST0289,2025-12-17 01:37:14,CANCELLED,CENTRAL
ORD00206,CUST0387,2025-10-07 09:31:26,PLACED,CENTRAL
ORD00207,CUST0178,2026-02-08 02:48:25,CANCELLED,SOUTH
ORD00208,CUST0175,2026-06-09 20:07:49,RETURNED,CENTRAL
ORD00209,CUST0397,2026-06-13 00:21:41,DELIVERED,WEST
ORD00210,CUST0183,2024-11-05 16:38:41,CANCELLED,WEST
ORD00211,CUST0300,2024-11-27 18:43:16,PLACED,CENTRAL
ORD00212,CUST0127,2025-09-08 16:55:56,PLACED,EAST
ORD00213,CUST0365,2025-01-27 08:39:24,SHIPPED,WEST
ORD00214,CUST0055,2024-09-02 06:28:43,DELIVERED,WEST
ORD00215,CUST0139,2024-08-07 16:42:12,PLACED,SOUTH
ORD00216,CUST0286,2025-07-21 10:56:07,CANCELLED,NORTH
ORD00217,UNKNOWN,2025-10-16 13:46:27,PLACED,CENTRAL
ORD00218,CUST0167,2025-09-22 00:32:36,PLACED,EAST
ORD00219,CUST0399,2025-06-15 03:59:57,RETURNED,SOUTH
ORD00220,CUST0087,2025-09-08 14:05:26,SHIPPED,SOUTH
ORD00221,CUST0138,2025-12-31 08:11:20,PLACED,SOUTH
ORD00222,CUST0216,2025-07-29 23:19:25,PLACED,EAST
ORD00223,CUST0127,2024-08-26 21:42:45,CANCELLED,CENTRAL
ORD00224,CUST0235,2025-04-02 16:27:19,DELIVERED,NORTH
ORD00225,CUST0171,2025-01-24 14:58:12,CANCELLED,EAST
ORD00226,CUST0221,2025-04-14 19:09:30,RETURNED,SOUTH
ORD00227,CUST0309,2026-04-10 03:29:26,SHIPPED,WEST
ORD00228,CUST0494,2025-08-11 12:15:10,DELIVERED,EAST
ORD00229,CUST0325,2025-08-12 23:21:25,RETURNED,SOUTH
ORD00230,CUST0144,2025-12-26 22:21:14,CANCELLED,EAST
ORD00231,CUST0289,2026-06-10 04:08:46,RETURNED,SOUTH
ORD00232,CUST0282,2025-08-02 04:28:18,CANCELLED,SOUTH
ORD00233,CUST0150,2026-01-18 18:43:55,PLACED,WEST
ORD00234,CUST0072,2026-06-22 17:33:14,SHIPPED,EAST
ORD00235,CUST0367,2026-03-29 00:41:56,CANCELLED,NORTH
ORD00236,CUST0307,2024-12-11 02:40:39,CANCELLED,CENTRAL
ORD00237,CUST0472,2024-10-29 01:27:40,CANCELLED,CENTRAL
ORD00238,UNKNOWN,2026-05-27 04:27:49,RETURNED,CENTRAL
ORD00239,CUST0044,2026-02-15 06:08:33,SHIPPED,EAST
ORD00240,CUST0314,2025-07-09 23:40:34,CANCELLED,EAST
ORD00241,CUST0221,2026-04-22 23:30:06,PLACED,EAST
ORD00242,CUST0383,2026-06-09 23:24:11,RETURNED,CENTRAL
ORD00243,CUST0192,2025-07-15 16:33:54,RETURNED,CENTRAL
ORD00244,CUST0013,2025-07-31 06:59:50,DELIVERED,WEST
ORD00245,CUST0044,2025-03-24 10:43:31,SHIPPED,EAST
ORD00246,CUST0234,2025-08-19 00:49:43,RETURNED,WEST
ORD00247,CUST0050,2024-12-10 00:41:23,CANCELLED,EAST
ORD00248,CUST0023,2025-09-19 07:47:32,PLACED,NORTH
ORD00249,CUST0332,2024-12-08 06:55:46,SHIPPED,SOUTH
ORD00250,CUST0283,2024-08-10 08:21:57,RETURNED,WEST
ORD00251,CUST0119,2025-12-24 01:10:17,SHIPPED,SOUTH
ORD00252,CUST0222,2026-06-22 20:58:45,RETURNED,SOUTH
ORD00253,CUST0220,2026-06-19 11:33:07,SHIPPED,SOUTH
ORD00254,CUST0361,2024-09-04 12:45:04,PLACED,CENTRAL
ORD00255,CUST0447,2025-10-06 17:40:32,DELIVERED,EAST
ORD00256,CUST0059,2026-02-28 00:09:49,CANCELLED,CENTRAL
ORD00257,CUST0161,2024-08-24 15:23:33,RETURNED,WEST
ORD00258,CUST0179,2025-09-26 20:36:52,CANCELLED,CENTRAL
ORD00259,CUST0345,2025-01-09 09:29:39,DELIVERED,CENTRAL
ORD00260,CUST0345,2024-10-20 06:06:13,PLACED,SOUTH
ORD00261,CUST0094,2025-04-21 02:00:27,SHIPPED,CENTRAL
ORD00262,CUST0306,2025-09-04 03:38:29,CANCELLED,WEST
ORD00263,CUST0326,2025-02-05 16:05:20,SHIPPED,CENTRAL
ORD00264,CUST0148,2026-03-09 23:11:17,DELIVERED,WEST
ORD00265,CUST0444,2025-06-17 19:15:08,PLACED,WEST
ORD00266,CUST0418,2026-02-02 23:21:06,RETURNED,CENTRAL
ORD00267,CUST0210,2024-11-27 10:01:59,CANCELLED,WEST
ORD00268,CUST0043,2024-08-16 10:19:45,SHIPPED,EAST
ORD00269,UNKNOWN,2026-03-07 20:37:03,DELIVERED,SOUTH
ORD00270,CUST0290,2026-01-28 14:12:35,CANCELLED,CENTRAL
ORD00271,CUST0294,2026-01-30 07:51:19,RETURNED,EAST
ORD00272,CUST0388,2025-11-28 19:11:52,CANCELLED,CENTRAL
ORD00273,CUST0218,2025-02-19 04:17:02,SHIPPED,EAST
ORD00274,CUST0017,2025-03-02 10:43:06,DELIVERED,NORTH
ORD00275,CUST0061,2025-05-23 23:08:02,SHIPPED,SOUTH
ORD00276,CUST0302,2024-10-09 07:41:54,RETURNED,WEST
ORD00277,CUST0072,2024-07-16 22:35:38,SHIPPED,NORTH
ORD00278,CUST0273,2025-07-26 19:46:12,RETURNED,SOUTH
ORD00279,CUST0361,2026-05-07 09:27:23,RETURNED,EAST
ORD00280,CUST0264,2025-01-25 03:13:38,PLACED,SOUTH
ORD00281,CUST0403,2024-10-04 03:06:27,PLACED,EAST
ORD00282,CUST0065,2026-01-24 21:21:03,SHIPPED,SOUTH
ORD00283,CUST0165,2025-01-31 13:38:39,CANCELLED,WEST
ORD00284,CUST0324,2025-04-24 23:37:38,CANCELLED,WEST
ORD00285,CUST0325,2026-03-27 06:01:24,PLACED,WEST
ORD00286,CUST0143,2026-04-27 11:41:53,DELIVERED,WEST
ORD00287,CUST0168,2026-02-07 03:53:14,PLACED,WEST
ORD00288,CUST0358,2024-10-17 15:11:07,PLACED,CENTRAL
ORD00289,CUST0496,2024-10-02 23:08:47,SHIPPED,WEST
ORD00290,CUST0425,2026-01-04 08:01:12,RETURNED,CENTRAL
ORD00291,CUST0437,2025-03-25 09:26:53,DELIVERED,NORTH
ORD00292,UNKNOWN,2025-10-03 15:23:37,CANCELLED,NORTH
ORD00293,CUST0440,2025-05-22 01:38:33,CANCELLED,NORTH
ORD00294,CUST0220,2026-01-23 20:29:37,SHIPPED,EAST
ORD00295,CUST0478,2024-10-16 08:32:18,PLACED,EAST
ORD00296,CUST0191,2026-01-06 00:56:13,SHIPPED,NORTH
ORD00297,CUST0157,2025-05-30 20:39:34,SHIPPED,WEST
ORD00298,CUST0361,2025-11-08 06:58:59,SHIPPED,WEST
ORD00299,CUST0304,2026-05-29 16:52:00,CANCELLED,NORTH
ORD00300,UNKNOWN,2025-01-15 10:40:37,PLACED,WEST
ORD00301,CUST0245,2025-03-31 20:05:24,CANCELLED,NORTH
ORD00302,CUST0053,2025-05-24 13:11:27,DELIVERED,EAST
ORD00303,CUST0397,2024-08-01 14:12:26,SHIPPED,SOUTH
ORD00304,CUST0289,2025-05-26 16:33:11,SHIPPED,WEST
ORD00305,CUST0110,2025-07-22 21:24:38,SHIPPED,WEST
ORD00306,CUST0227,2025-08-26 11:25:35,PLACED,NORTH
ORD00307,CUST0064,2025-12-08 20:55:33,CANCELLED,EAST
ORD00308,CUST0162,2024-11-14 06:50:46,SHIPPED,EAST
ORD00309,CUST0128,2026-01-27 02:58:45,RETURNED,CENTRAL
ORD00310,CUST0482,2026-05-19 02:48:20,DELIVERED,SOUTH
ORD00311,CUST0261,2025-09-04 21:43:02,CANCELLED,EAST
ORD00312,CUST0402,2026-04-09 18:14:06,SHIPPED,WEST
ORD00313,CUST0124,2025-06-20 07:46:04,RETURNED,NORTH
ORD00314,CUST0007,2024-12-27 04:03:31,DELIVERED,SOUTH
ORD00315,CUST0430,2025-05-16 15:38:54,DELIVERED,CENTRAL
ORD00316,CUST0391,2025-08-03 19:01:11,PLACED,NORTH
ORD00317,CUST0008,2026-05-10 05:53:06,PLACED,NORTH
ORD00318,CUST0204,2024-09-19 15:07:50,RETURNED,WEST
ORD00319,CUST0206,2025-11-07 00:00:55,RETURNED,CENTRAL
ORD00320,CUST0143,2026-03-20 00:19:03,PLACED,CENTRAL
ORD00321,CUST0499,2026-06-27 22:37:21,RETURNED,EAST
ORD00322,CUST0325,2024-12-16 01:23:09,PLACED,EAST
ORD00323,CUST0374,2025-04-06 01:39:34,SHIPPED,NORTH
ORD00324,CUST0474,2025-06-23 10:59:01,CANCELLED,CENTRAL
ORD00325,CUST0159,2025-09-08 09:04:09,SHIPPED,NORTH
ORD00326,UNKNOWN,2024-10-31 10:24:18,PLACED,SOUTH
ORD00327,CUST0178,2025-01-01 17:25:02,DELIVERED,SOUTH
ORD00328,CUST0384,2025-01-07 15:07:55,DELIVERED,NORTH
ORD00329,CUST0016,2025-12-03 17:17:25,CANCELLED,EAST
ORD00330,CUST0135,2025-12-13 09:15:40,RETURNED,NORTH
ORD00331,CUST0262,2026-04-23 03:11:53,CANCELLED,CENTRAL
ORD00332,CUST0081,2024-09-20 03:25:36,PLACED,CENTRAL
ORD00333,CUST0060,2025-06-28 18:47:17,RETURNED,NORTH
ORD00334,UNKNOWN,2025-06-15 11:04:23,SHIPPED,NORTH
ORD00335,CUST0197,2025-10-08 06:15:33,SHIPPED,NORTH
ORD00336,CUST0468,2024-08-08 15:44:53,CANCELLED,SOUTH
ORD00337,CUST0214,2026-04-25 13:50:43,DELIVERED,EAST
ORD00338,CUST0293,2026-01-12 21:08:25,RETURNED,NORTH
ORD00339,CUST0412,2025-09-29 06:43:49,PLACED,WEST
ORD00340,CUST0239,2026-03-25 20:36:09,DELIVERED,EAST
ORD00341,CUST0234,2025-11-01 18:53:02,SHIPPED,EAST
ORD00342,CUST0156,2026-01-28 10:20:20,SHIPPED,WEST
ORD00343,CUST0498,2025-06-21 06:55:18,SHIPPED,CENTRAL
ORD00344,CUST0126,2025-01-31 15:56:25,CANCELLED,NORTH
ORD00345,CUST0178,2025-06-19 04:45:52,PLACED,EAST
ORD00346,UNKNOWN,2025-11-10 10:58:06,DELIVERED,NORTH
ORD00347,CUST0122,2026-04-25 12:23:29,PLACED,SOUTH
ORD00348,CUST0048,2026-06-11 15:12:47,SHIPPED,CENTRAL
ORD00349,CUST0459,2026-06-27 03:01:02,PLACED,CENTRAL
ORD00350,CUST0069,2025-04-06 19:27:40,CANCELLED,NORTH
ORD00351,CUST0032,2025-04-01 06:22:05,SHIPPED,SOUTH
ORD00352,CUST0436,2024-12-30 03:36:18,CANCELLED,EAST
ORD00353,CUST0140,2024-09-14 01:54:56,SHIPPED,SOUTH
ORD00354,CUST0300,2025-01-23 14:20:48,PLACED,SOUTH
ORD00355,CUST0161,2026-01-08 17:30:54,RETURNED,EAST
ORD00356,CUST0107,2024-09-19 00:16:29,CANCELLED,EAST
ORD00357,CUST0047,2026-04-03 06:06:11,DELIVERED,CENTRAL
ORD00358,UNKNOWN,2026-05-15 01:01:05,DELIVERED,SOUTH
ORD00359,CUST0128,2025-10-16 10:55:47,CANCELLED,CENTRAL
ORD00360,UNKNOWN,2025-08-26 07:18:43,SHIPPED,NORTH
ORD00361,CUST0438,2025-05-09 08:13:14,RETURNED,SOUTH
ORD00362,CUST0053,2024-08-20 13:52:06,SHIPPED,NORTH
ORD00363,UNKNOWN,2026-05-28 18:05:20,SHIPPED,SOUTH
ORD00364,CUST0206,2026-07-10 11:15:17,PLACED,CENTRAL
ORD00365,CUST0470,2026-02-05 01:35:51,PLACED,NORTH
ORD00366,CUST0331,2025-11-12 02:39:45,SHIPPED,NORTH
ORD00367,CUST0425,2025-10-26 00:02:04,PLACED,NORTH
ORD00368,CUST0026,2024-10-14 21:06:18,RETURNED,WEST
ORD00369,CUST0203,2025-07-29 03:27:48,CANCELLED,WEST
ORD00370,CUST0110,2026-06-22 10:57:29,DELIVERED,EAST
ORD00371,CUST0077,2025-11-02 14:38:54,RETURNED,CENTRAL
ORD00372,CUST0152,2024-07-14 13:58:37,RETURNED,WEST
ORD00373,CUST0144,2025-02-11 09:17:22,CANCELLED,SOUTH
ORD00374,CUST0409,2026-01-10 04:54:07,RETURNED,NORTH
ORD00375,CUST0401,2025-10-06 08:07:17,CANCELLED,CENTRAL
ORD00376,CUST0177,2025-06-02 15:24:44,RETURNED,EAST
ORD00377,CUST0093,2024-12-27 20:06:56,RETURNED,SOUTH
ORD00378,UNKNOWN,2026-05-14 23:06:40,DELIVERED,NORTH
ORD00379,CUST0242,2025-02-20 18:24:05,RETURNED,SOUTH
ORD00380,CUST0052,2026-05-22 06:07:40,SHIPPED,EAST
